Source Port,Destination Port,NAT Source Port,NAT Destination Port,Action,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received
57419,53,24851,53,allow,326,110,216,2,29,1,1
57100,53,13292,53,allow,402,118,284,2,30,1,1
9458,443,4963,443,allow,5695,505,5190,14,15,7,7
40394,67,0,0,deny,60,60,0,1,0,1,0
57780,445,0,0,drop,66,66,0,1,0,1,0
42644,443,8391,443,allow,8384,2161,6223,24,255,12,12
50739,445,0,0,drop,70,70,0,1,0,1,0
61666,80,7138,80,allow,16580,1400,15180,33,48,15,18
55849,53,49045,53,allow,195,102,93,2,30,1,1
37609,443,19871,443,allow,499,425,74,4,0,3,1
5227,50584,0,0,deny,146,146,0,1,0,1,0
47193,443,47193,443,allow,4555,1648,2907,19,30,11,8
50845,445,0,0,drop,66,66,0,1,0,1,0
27005,27001,35440,27001,allow,887,126,761,2,31,1,1
56663,443,26937,443,allow,1299,730,569,13,25,7,6
55421,445,0,0,drop,66,66,0,1,0,1,0
61356,53,61356,53,allow,235,90,145,2,32,1,1
36337,443,41043,443,allow,3781,1917,1864,23,396,7,16
52099,443,31661,443,allow,39798,12257,27541,68,97,27,41
56550,53,60039,53,allow,182,93,89,2,31,1,1
49256,53,62875,53,allow,179,94,85,2,30,1,1
51958,443,6859,443,allow,9994,8270,1724,34,68,19,15
51946,80,42668,80,allow,1716,952,764,13,69,8,5
53954,57868,29520,57868,allow,70,70,0,1,5,1,0
1025,35447,0,0,deny,62,62,0,1,0,1,0
53006,443,46019,443,allow,17711,5894,11817,47,96,24,23
49197,2710,8644,2710,allow,70,70,0,2,7,2,0
50280,53,20623,53,allow,916,86,830,2,31,1,1
58498,445,0,0,drop,66,66,0,1,0,1,0
56791,443,55063,443,allow,8021,2001,6020,20,15,11,9
33156,3478,41500,3478,allow,338,110,228,2,300,1,1
57887,445,0,0,drop,66,66,0,1,0,1,0
9146,443,17435,443,allow,10056,2310,7746,27,36,14,13
55183,445,0,0,drop,70,70,0,1,0,1,0
32806,53,32806,53,allow,194,87,107,2,31,1,1
41325,443,55609,443,allow,6015,4418,1597,38,246,22,16
11859,64147,0,0,deny,62,62,0,1,0,1,0
35357,53,47462,53,allow,291,86,205,2,29,1,1
44228,443,32223,443,allow,7352,1790,5562,24,263,12,12
50161,53,40110,53,allow,173,94,79,2,30,1,1
50116,22,50116,22,allow,60,60,0,1,5,1,0
59095,57470,0,0,deny,66,66,0,1,0,1,0
56167,53,4828,53,allow,178,94,84,2,30,1,1
56304,53,20690,53,allow,184,94,90,2,30,1,1
50425,53,24348,53,allow,199,102,97,2,30,1,1
51592,51505,0,0,deny,62,62,0,1,0,1,0
64172,53,0,0,allow,174,79,95,2,30,1,1
32871,53,29403,53,allow,199,94,105,2,30,1,1
20962,22114,0,0,deny,62,62,0,1,0,1,0
27785,37965,0,0,deny,66,66,0,1,0,1,0
42298,40020,47579,40020,allow,148,86,62,2,31,1,1
50458,443,25872,443,allow,523577,34256,489321,1025,208,473,552
55891,445,0,0,drop,66,66,0,1,0,1,0
57325,60043,0,0,deny,66,66,0,1,0,1,0
52273,445,0,0,drop,66,66,0,1,0,1,0
60413,80,20847,80,allow,958,543,415,11,315,6,5
55010,53,38368,53,allow,190,97,93,2,31,1,1
50279,443,26201,443,allow,1128,654,474,17,18,10,7
52860,9694,0,0,deny,146,146,0,1,0,1,0
52633,30188,0,0,deny,66,66,0,1,0,1,0
62510,445,0,0,drop,70,70,0,1,0,1,0
28192,50584,0,0,deny,66,66,0,1,0,1,0
58475,11392,0,0,deny,66,66,0,1,0,1,0
50584,64368,19845,64368,allow,161,161,0,2,1200,2,0
27005,27016,51582,27016,allow,1626,126,1500,4,30,2,2
62278,445,0,0,drop,70,70,0,1,0,1,0
993,3979,0,0,deny,129,129,0,1,0,1,0
55770,64147,0,0,deny,66,66,0,1,0,1,0
60290,443,20487,443,allow,6753,2052,4701,25,15,13,12
59196,34962,0,0,deny,148,148,0,1,0,1,0
63910,53,63969,53,allow,178,75,103,2,30,1,1
64776,53,62229,53,allow,198,94,104,2,30,1,1
64742,53,25545,53,allow,761,102,659,2,29,1,1
57705,443,65472,443,allow,7915,1994,5921,31,270,15,16
2946,25174,0,0,deny,146,146,0,1,0,1,0
56085,445,0,0,drop,66,66,0,1,0,1,0
49263,53,10892,53,allow,731,85,646,2,31,1,1
65073,53,40365,53,allow,293,102,191,2,30,1,1
59918,44847,0,0,deny,66,66,0,1,0,1,0
42034,28189,0,0,deny,62,62,0,1,0,1,0
59153,35440,0,0,deny,62,62,0,1,0,1,0
55770,53,17489,53,allow,167,86,81,2,30,1,1
64905,53,62456,53,allow,283,102,181,2,30,1,1
18624,29434,0,0,deny,148,148,0,1,0,1,0
56723,53,2628,53,allow,733,85,648,2,31,1,1
51689,80,35961,80,allow,16205,2525,13680,31,139,15,16
64251,53,65162,53,allow,177,94,83,2,30,1,1
56020,53,51205,53,allow,199,102,97,2,32,1,1
47473,443,41796,443,allow,11072,3983,7089,27,186,15,12
30960,45739,64773,45739,allow,330,330,0,6,3609,6,0
56485,443,48158,443,allow,5711,1208,4503,21,121,11,10
49514,65504,0,0,deny,162,162,0,1,0,1,0
49615,80,42615,80,allow,374,192,182,7,41,4,3
57835,53,49650,53,allow,308,118,190,2,29,1,1
62120,443,62120,443,allow,4378,1471,2907,19,27,11,8
5938,26428,0,0,allow,60,60,0,1,90,1,0
57307,443,21158,443,allow,8407,3013,5394,43,15,24,19
56263,445,0,0,drop,66,66,0,1,0,1,0
40836,443,10613,443,allow,9524,3934,5590,20,135,10,10
56846,445,0,0,drop,70,70,0,1,0,1,0
49902,443,13295,443,allow,7456,1591,5865,32,54,15,17
57510,443,62415,443,allow,16532,2229,14303,26,133,11,15
14374,443,14374,443,allow,1582,883,699,18,32,10,8
36357,25174,0,0,deny,66,66,0,1,0,1,0
55224,53,59301,53,allow,180,92,88,2,31,1,1
50140,53,14261,53,allow,177,94,83,2,30,1,1
32609,64097,0,0,deny,62,62,0,1,0,1,0
55019,443,55019,443,allow,3773,2325,1448,24,18,13,11
64519,53,52190,53,allow,184,94,90,2,30,1,1
49637,443,18252,443,allow,50296,4666,45630,90,31,43,47
61804,51505,0,0,deny,66,66,0,1,0,1,0
38948,53,19233,53,allow,242,78,164,2,29,1,1
51973,445,0,0,drop,70,70,0,1,0,1,0
55484,25174,0,0,deny,62,62,0,1,0,1,0
26900,27017,30170,27017,allow,422,164,258,6,30,3,3
49164,53,4974,53,allow,212,94,118,2,30,1,1
50851,25864,0,0,deny,74,74,0,1,0,1,0
51643,80,38570,80,allow,499,192,307,6,38,4,2
1987,26467,0,0,deny,62,62,0,1,0,1,0
55191,445,0,0,drop,70,70,0,1,0,1,0
49239,8080,49239,8080,allow,378,180,198,7,53,4,3
15333,44847,0,0,deny,146,146,0,1,0,1,0
54274,445,0,0,drop,70,70,0,1,0,1,0
41328,53,51462,53,allow,198,93,105,2,30,1,1
53500,1,0,0,deny,66,66,0,1,0,1,0
55776,445,0,0,drop,70,70,0,1,0,1,0
64599,53,10160,53,allow,250,94,156,2,29,1,1
19156,3846,0,0,deny,145,145,0,1,0,1,0
40103,443,24820,443,allow,161,101,60,2,5,1,1
53853,39723,8770,39723,allow,1890,1010,880,13,16,8,5
55517,53,14797,53,allow,179,94,85,2,31,1,1
55375,53,8307,53,allow,214,110,104,2,30,1,1
45964,2225,0,0,deny,60,60,0,1,0,1,0
52851,445,0,0,drop,70,70,0,1,0,1,0
65474,53,12902,53,allow,198,94,104,2,30,1,1
50369,80,41191,80,allow,318,192,126,6,28,4,2
50623,443,54546,443,allow,13392,11220,2172,31,53,19,12
26879,37965,0,0,deny,145,145,0,1,0,1,0
44847,12269,58091,12269,allow,502,150,352,2,1200,1,1
38523,53,38523,53,allow,214,82,132,2,32,1,1
51606,443,25122,443,allow,5188,1096,4092,21,95,12,9
57334,53,60234,53,allow,184,94,90,2,31,1,1
52704,53,49844,53,allow,168,78,90,2,30,1,1
49226,53,7327,53,allow,194,102,92,2,29,1,1
49797,53,57522,53,allow,306,94,212,2,30,1,1
55580,445,0,0,drop,70,70,0,1,0,1,0
54970,445,0,0,drop,70,70,0,1,0,1,0
55966,443,29704,443,allow,214312,69934,144378,612,671,303,309
56753,80,58241,80,allow,1462,703,759,8,16,5,3
56788,445,0,0,drop,66,66,0,1,0,1,0
40042,80,40042,80,allow,1919,1470,449,10,20,6,4
52193,443,39804,443,allow,8868,4111,4757,24,16,12,12
59605,445,0,0,drop,66,66,0,1,0,1,0
51877,13472,10032,13472,allow,70,70,0,2,8,2,0
54677,443,22432,443,allow,10029,4115,5914,31,61,17,14
55022,53,45433,53,allow,195,102,93,2,30,1,1
54604,80,54604,80,allow,2244,1549,695,11,18,7,4
51544,44847,0,0,deny,146,146,0,1,0,1,0
515,10214,0,0,deny,62,62,0,1,0,1,0
1063,7302,0,0,deny,62,62,0,1,0,1,0
49426,57470,0,0,deny,62,62,0,1,0,1,0
56550,53,58694,53,allow,84,84,0,1,31,1,0
27745,50584,0,0,deny,62,62,0,1,0,1,0
37420,44847,0,0,deny,66,66,0,1,0,1,0
64162,53,14611,53,allow,225,110,115,2,30,1,1
52012,445,0,0,drop,70,70,0,1,0,1,0
65248,53,49147,53,allow,212,110,102,2,30,1,1
53124,80,20707,80,allow,4198,3534,664,13,19,8,5
63867,35993,0,0,deny,66,66,0,1,0,1,0
1024,44847,0,0,deny,146,146,0,1,0,1,0
63456,37965,0,0,deny,62,62,0,1,0,1,0
63694,445,0,0,drop,66,66,0,1,0,1,0
4000,44847,0,0,deny,66,66,0,1,0,1,0
50505,80,62173,80,allow,318,192,126,6,25,4,2
50576,53,22318,53,allow,765,102,663,2,29,1,1
53701,8999,10439,8999,allow,1328,960,368,10,32,5,5
55669,53,15322,53,allow,94,94,0,1,29,1,0
50412,445,0,0,drop,66,66,0,1,0,1,0
65396,445,0,0,drop,66,66,0,1,0,1,0
49365,445,0,0,drop,70,70,0,1,0,1,0
53626,30317,0,0,deny,66,66,0,1,0,1,0
50333,445,0,0,drop,70,70,0,1,0,1,0
63765,445,0,0,drop,70,70,0,1,0,1,0
38460,443,18587,443,allow,14768,3347,11421,69,1902,32,37
64257,53,2954,53,allow,168,86,82,2,30,1,1
39926,443,4012,443,allow,40820,4400,36420,81,81,42,39
52823,445,0,0,drop,70,70,0,1,0,1,0
52640,443,13563,443,allow,70,70,0,1,5,1,0
56835,35894,0,0,deny,66,66,0,1,0,1,0
40367,80,26121,80,allow,2119,808,1311,12,16,7,5
50484,445,0,0,drop,66,66,0,1,0,1,0
51887,445,0,0,drop,70,70,0,1,0,1,0
60475,443,52273,443,allow,585392,18731,566661,623,119,209,414
65036,53,40667,53,allow,214,110,104,2,30,1,1
53806,443,60221,443,allow,12788,2594,10194,40,17,20,20
56094,445,0,0,drop,66,66,0,1,0,1,0
50979,445,0,0,drop,70,70,0,1,0,1,0
17750,1024,34469,1024,allow,323,150,173,2,1200,1,1
56984,80,27269,80,allow,214,140,74,4,35,3,1
64873,53,31946,53,allow,195,94,101,2,31,1,1
64496,53,57419,53,allow,196,94,102,2,30,1,1
55067,53,26485,53,allow,178,94,84,2,31,1,1
50997,443,46270,443,allow,3772,2099,1673,22,18,11,11
58981,445,0,0,drop,70,70,0,1,0,1,0
50209,53,45881,53,allow,780,104,676,2,31,1,1
44731,443,63210,443,allow,4920,2738,2182,33,259,16,17
57256,443,52300,443,allow,47762,39522,8240,77,332,43,34
6356,26467,0,0,deny,62,62,0,1,0,1,0
64584,80,64584,80,allow,142674,8057,134617,192,27,94,98
49256,53,36401,53,allow,179,94,85,2,29,1,1
22983,443,22983,443,allow,205941,20753,185188,264,30,129,135
53591,35889,63951,35889,allow,320,140,180,6,6,3,3
43195,80,21562,80,allow,3477,1572,1905,16,186,9,7
48298,2043,0,0,deny,60,60,0,1,0,1,0
57072,53,9949,53,allow,195,102,93,2,30,1,1
55483,445,0,0,drop,70,70,0,1,0,1,0
55488,53,31385,53,allow,210,94,116,2,29,1,1
55286,53,22881,53,allow,268,87,181,4,35,2,2
59310,445,0,0,drop,66,66,0,1,0,1,0
39483,443,14932,443,allow,3884,1859,2025,20,255,10,10
63957,80,57502,80,allow,314,192,122,6,15,4,2
56411,80,44029,80,allow,35574,868,34706,36,104,10,26
45218,443,18311,443,allow,16297,12965,3332,54,193,30,24
51135,443,24290,443,allow,6678,1212,5466,22,256,12,10
57470,13613,29471,13613,allow,1577,594,983,20,1600,10,10
53807,28630,23692,28630,allow,70,70,0,1,4,1,0
61808,18375,0,0,deny,66,66,0,1,0,1,0
54488,445,0,0,drop,70,70,0,1,0,1,0
36452,53,36452,53,allow,226,106,120,2,29,1,1
9172,443,4913,443,allow,89362,3092,86270,100,21,37,63
55025,443,34661,443,allow,7654,2110,5544,21,46,13,8
62731,21247,0,0,deny,62,62,0,1,0,1,0
55742,53,3708,53,allow,780,93,687,2,30,1,1
53705,445,0,0,drop,66,66,0,1,0,1,0
64940,36237,0,0,deny,62,62,0,1,0,1,0
37008,42707,0,0,deny,62,62,0,1,0,1,0
56544,443,50945,443,allow,3413,1537,1876,19,7,10,9
65346,53,42988,53,allow,183,94,89,2,29,1,1
55238,21247,0,0,deny,62,62,0,1,0,1,0
58771,445,0,0,drop,70,70,0,1,0,1,0
57343,53,33500,53,allow,181,94,87,2,30,1,1
49591,53,51142,53,allow,168,86,82,2,30,1,1
41350,80,41350,80,allow,1914,1465,449,10,19,6,4
53103,443,15301,443,allow,130,70,60,2,15,1,1
57205,53,27220,53,allow,711,87,624,2,30,1,1
58925,25174,0,0,deny,66,66,0,1,0,1,0
37368,80,60512,80,allow,554,258,296,9,13,5,4
51852,443,17719,443,allow,1382291,55962,1326329,1491,24,582,909
2780,23117,0,0,deny,66,66,0,1,0,1,0
64299,445,0,0,drop,70,70,0,1,0,1,0
57071,53,61611,53,allow,164,84,80,2,31,1,1
49323,53,32529,53,allow,204,104,100,2,31,1,1
3478,61463,0,0,deny,928,928,0,1,0,1,0
60303,443,45517,443,allow,7914400,166459,7747941,6839,775,1138,5701
49281,53,63913,53,allow,251,102,149,2,30,1,1
51091,80,6090,80,allow,3324,663,2661,12,15,7,5
58683,445,0,0,drop,70,70,0,1,0,1,0
51967,443,38807,443,allow,10684,3167,7517,43,34,24,19
65298,53,31126,53,allow,277,110,167,2,30,1,1
3478,61463,0,0,deny,686,686,0,1,0,1,0
60374,17432,21315,17432,allow,564,318,246,9,18,5,4
11228,25174,0,0,deny,66,66,0,1,0,1,0
39474,443,60202,443,allow,9766,2050,7716,23,15,12,11
50990,445,0,0,drop,66,66,0,1,0,1,0
61140,443,36707,443,allow,10803,2906,7897,20,135,10,10
49961,53,46234,53,allow,216,110,106,2,31,1,1
1024,60043,0,0,deny,145,145,0,1,0,1,0
53994,16605,15809,16605,allow,70,70,0,2,8,2,0
50575,80,50575,80,allow,44569,12221,32348,81,19,42,39
50907,445,0,0,drop,70,70,0,1,0,1,0
0,0,0,0,allow,124,64,60,2,0,1,1
55797,53,36305,53,allow,177,94,83,2,31,1,1
56249,55442,0,0,deny,66,66,0,1,0,1,0
54877,53,59244,53,allow,199,94,105,2,30,1,1
27005,27015,50781,27015,allow,881,126,755,2,30,1,1
52013,35185,29346,35185,allow,66,66,0,1,5,1,0
61937,443,25012,443,allow,24420,19966,4454,64,136,35,29
60771,445,0,0,drop,70,70,0,1,0,1,0
58263,445,0,0,drop,70,70,0,1,0,1,0
53822,25174,0,0,deny,66,66,0,1,0,1,0
59798,443,49371,443,allow,1887,1152,735,18,28,9,9
53730,37096,47492,37096,allow,70,70,0,2,7,2,0
26629,56079,0,0,deny,62,62,0,1,0,1,0
38891,443,20514,443,allow,3489,636,2853,16,143,7,9
64311,53,1855,53,allow,198,101,97,2,31,1,1
56876,30188,0,0,deny,66,66,0,1,0,1,0
56802,80,23332,80,allow,1559,762,797,14,30,7,7
56970,53,18773,53,allow,230,110,120,2,30,1,1
7444,57470,0,0,deny,66,66,0,1,0,1,0
48025,44847,0,0,deny,62,62,0,1,0,1,0
38741,37965,0,0,deny,146,146,0,1,0,1,0
21133,39263,6580,39263,allow,323,150,173,2,1200,1,1
50404,8080,50404,8080,allow,11938,4533,7405,33,98,20,13
62311,443,60007,443,allow,4778,1121,3657,15,280,8,7
65484,443,29745,443,allow,148284,6200,142084,165,16,63,102
53759,443,57982,443,allow,499,425,74,4,0,3,1
64935,53,54508,53,allow,193,102,91,2,29,1,1
53980,36153,43274,36153,allow,164,70,94,2,5,1,1
57872,443,43316,443,allow,183325,10358,172967,289,227,95,194
47944,50584,0,0,deny,62,62,0,1,0,1,0
56769,11155,9985,11155,allow,70,70,0,2,8,2,0
43112,443,57880,443,allow,7192,1772,5420,25,305,13,12
53247,443,53247,443,allow,1528,757,771,19,121,9,10
62337,443,30628,443,allow,3908576,93181,3815395,3743,56,1160,2583
20388,53,20388,53,allow,217,90,127,2,30,1,1
62705,443,21442,443,allow,357841,77119,280722,646,142,316,330
50278,443,27147,443,allow,259911,11421,248490,336,92,144,192
38598,80,50146,80,allow,1114,534,580,12,16,7,5
51314,445,0,0,drop,70,70,0,1,0,1,0
53971,50265,0,0,deny,66,66,0,1,0,1,0
51109,11392,0,0,deny,66,66,0,1,0,1,0
38544,161,0,0,allow,8977,3570,5407,30,31,15,15
56791,11500,23499,11500,allow,70,70,0,1,5,1,0
34924,443,1749,443,allow,2401,1149,1252,14,982,7,7
63962,53,52393,53,allow,483,189,294,6,85,3,3
28476,25174,0,0,deny,146,146,0,1,0,1,0
47730,22,0,0,deny,60,60,0,1,0,1,0
6881,51413,17965,51413,allow,150,150,0,1,1200,1,0
52601,443,40695,443,allow,2046,1026,1020,17,80,9,8
52572,445,0,0,drop,70,70,0,1,0,1,0
64104,22114,0,0,deny,62,62,0,1,0,1,0
17262,25174,0,0,deny,62,62,0,1,0,1,0
58903,80,49363,80,allow,22851,3171,19680,39,147,20,19
52096,443,12292,443,allow,86745,6260,80485,121,32,58,63
19632,37965,0,0,deny,62,62,0,1,0,1,0
59985,445,0,0,drop,66,66,0,1,0,1,0
27005,27019,21783,27019,allow,1648,126,1522,4,31,2,2
64840,445,0,0,drop,70,70,0,1,0,1,0
18485,81,18485,81,allow,146,60,86,2,10,1,1
53986,53,63410,53,allow,306,306,0,4,47,4,0
57183,53,22943,53,allow,178,94,84,2,29,1,1
49701,443,31912,443,allow,13022,1500,11522,30,23,15,15
52698,445,0,0,drop,70,70,0,1,0,1,0
49902,445,0,0,deny,70,70,0,1,0,1,0
49781,53,35337,53,allow,254,102,152,2,29,1,1
64414,53,13029,53,allow,183,94,89,2,29,1,1
27824,51505,0,0,deny,62,62,0,1,0,1,0
58001,80,18559,80,allow,20532,14664,5868,47,75,24,23
56192,53,15421,53,allow,170,87,83,2,30,1,1
51121,445,0,0,drop,66,66,0,1,0,1,0
58885,443,6031,443,allow,152,86,66,2,5,1,1
40217,443,61607,443,allow,5377,857,4520,21,88,8,13
63166,445,0,0,drop,66,66,0,1,0,1,0
49563,53,27885,53,allow,200,102,98,2,30,1,1
54476,443,29193,443,allow,48303,3997,44306,69,271,30,39
50272,53,50516,53,allow,168,78,90,2,30,1,1
49515,53,21422,53,allow,226,110,116,2,29,1,1
57911,443,43789,443,allow,10141,5997,4144,56,156,28,28
65289,53,50124,53,allow,564,193,371,6,51,3,3
52519,44847,0,0,deny,66,66,0,1,0,1,0
53650,37096,27046,37096,allow,70,70,0,1,5,1,0
65444,445,0,0,drop,70,70,0,1,0,1,0
57470,15870,28583,15870,allow,149,149,0,2,1199,2,0
55585,445,0,0,drop,70,70,0,1,0,1,0
49418,27013,52000,27013,allow,241,78,163,2,30,1,1
56388,53,23027,53,allow,186,95,91,3,34,2,1
56582,53,17999,53,allow,196,102,94,2,32,1,1
60727,443,60727,443,allow,2169,1158,1011,20,15,11,9
50124,443,10944,443,allow,48860,5749,43111,91,147,47,44
64798,53,32594,53,allow,303,88,215,4,40,2,2
38661,15000,5688,15000,allow,138,78,60,2,5,1,1
57195,53,47926,53,allow,195,102,93,2,33,1,1
64592,53,20935,53,allow,177,94,83,2,30,1,1
58638,5900,0,0,deny,62,62,0,1,0,1,0
27005,27016,11653,27016,allow,876,126,750,3,31,2,1
54829,445,0,0,drop,66,66,0,1,0,1,0
58682,445,0,0,drop,66,66,0,1,0,1,0
53495,445,0,0,drop,70,70,0,1,0,1,0
55786,53,7570,53,allow,193,102,91,2,30,1,1
56648,80,59981,80,allow,234,234,0,4,12,4,0
63003,445,0,0,drop,70,70,0,1,0,1,0
61714,443,30943,443,allow,134,60,74,3,10,2,1
58922,57470,0,0,deny,66,66,0,1,0,1,0
58638,5900,0,0,deny,62,62,0,1,0,1,0
51145,80,51145,80,allow,33072,3959,29113,40,46,14,26
59785,445,0,0,drop,66,66,0,1,0,1,0
53072,445,0,0,drop,66,66,0,1,0,1,0
49924,53,63883,53,allow,353,94,259,2,31,1,1
55116,7574,0,0,deny,66,66,0,1,0,1,0
49449,53,11737,53,allow,216,110,106,2,30,1,1
60099,445,0,0,drop,70,70,0,1,0,1,0
51726,64147,0,0,deny,66,66,0,1,0,1,0
55708,8060,17338,8060,allow,70,70,0,1,5,1,0
44983,443,63267,443,allow,4991,3096,1895,22,220,13,9
53166,61600,0,0,deny,62,62,0,1,0,1,0
55386,53,14835,53,allow,199,102,97,2,30,1,1
22530,25174,0,0,deny,62,62,0,1,0,1,0
51255,445,0,0,drop,70,70,0,1,0,1,0
65017,445,0,0,drop,70,70,0,1,0,1,0
58756,443,10542,443,allow,5168,700,4468,16,15,7,9
63062,443,18661,443,allow,26697,7168,19529,74,213,39,35
63984,25174,0,0,deny,146,146,0,1,0,1,0
55496,80,55496,80,allow,124,60,64,2,5,1,1
17640,55442,0,0,deny,66,66,0,1,0,1,0
57002,80,6505,80,allow,214,140,74,4,35,3,1
49319,53,9038,53,allow,199,102,97,2,30,1,1
57371,53,14687,53,allow,321,108,213,4,33,2,2
61420,64097,0,0,deny,62,62,0,1,0,1,0
37590,443,37590,443,allow,4572,1665,2907,19,27,11,8
48840,50584,0,0,deny,62,62,0,1,0,1,0
63126,445,0,0,drop,66,66,0,1,0,1,0
62528,445,0,0,drop,70,70,0,1,0,1,0
62449,443,11939,443,allow,9977,4364,5613,19,121,9,10
35052,443,8505,443,allow,4652,3109,1543,25,95,14,11
58179,443,33593,443,allow,7883,1768,6115,30,36,14,16
27343,55839,0,0,deny,137,137,0,1,0,1,0
55182,53,36739,53,allow,293,94,199,2,30,1,1
7003,53,7003,53,allow,229,90,139,2,30,1,1
33694,443,52274,443,allow,18876,16514,2362,43,95,24,19
56400,35440,0,0,deny,66,66,0,1,0,1,0
64439,53,21739,53,allow,198,101,97,2,30,1,1
61784,445,0,0,drop,66,66,0,1,0,1,0
51125,445,0,0,drop,66,66,0,1,0,1,0
55176,53,63516,53,allow,190,97,93,2,31,1,1
30129,37965,0,0,deny,72,72,0,1,0,1,0
49633,53,37557,53,allow,210,102,108,2,30,1,1
55669,53,24694,53,allow,195,94,101,2,30,1,1
50176,443,54312,443,allow,6081,844,5237,17,15,9,8
53630,64745,36069,64745,allow,70,70,0,1,4,1,0
59952,80,58096,80,allow,440081,8465,431616,424,24,137,287
63723,445,0,0,drop,70,70,0,1,0,1,0
55237,53,6417,53,allow,259,87,172,4,56,2,2
58118,22114,0,0,deny,66,66,0,1,0,1,0
21585,443,21585,443,allow,14344,1146,13198,25,19,11,14
58022,9200,0,0,deny,60,60,0,1,0,1,0
27621,50584,0,0,deny,62,62,0,1,0,1,0
63457,443,6711,443,allow,606,300,306,11,60,6,5
443,10010,0,0,deny,60,60,0,1,0,1,0
63826,445,0,0,drop,66,66,0,1,0,1,0
63116,22114,0,0,deny,62,62,0,1,0,1,0
63069,445,0,0,drop,70,70,0,1,0,1,0
64914,53,14005,53,allow,224,94,130,2,30,1,1
49812,443,22276,443,allow,6128,1356,4772,20,978,10,10
50913,80,46319,80,allow,12767608,157856,12609752,11936,135,2227,9709
56104,53,24374,53,allow,197,102,95,2,30,1,1
55680,53,53324,53,allow,198,94,104,2,30,1,1
51906,17491,7245,17491,allow,70,70,0,1,5,1,0
51535,44847,0,0,deny,62,62,0,1,0,1,0
56834,53,25406,53,allow,178,94,84,2,30,1,1
55035,443,8425,443,allow,5653,2347,3306,33,361,18,15
27005,27020,51720,27020,allow,1626,126,1500,4,30,2,2
49651,443,6996,443,allow,920003,731041,188962,2024,929,1212,812
56303,53,31666,53,allow,177,94,83,2,30,1,1
64767,80,54344,80,allow,3199,988,2211,14,99,7,7
64615,53,56632,53,allow,395,89,306,4,32,2,2
37552,443,42195,443,allow,9959,2495,7464,27,37,15,12
57260,53,31217,53,allow,211,102,109,2,30,1,1
57119,445,0,0,drop,70,70,0,1,0,1,0
65219,53,31087,53,allow,197,102,95,2,29,1,1
27005,30003,56044,30003,allow,1640,126,1514,4,30,2,2
42865,55839,0,0,deny,137,137,0,1,0,1,0
62145,445,0,0,drop,70,70,0,1,0,1,0
61560,445,0,0,drop,70,70,0,1,0,1,0
64615,53,39093,53,allow,190,97,93,2,31,1,1
53500,443,64344,443,allow,558,210,348,9,29,4,5
40651,443,45721,443,allow,41517,28432,13085,89,601,47,42
58558,445,0,0,drop,70,70,0,1,0,1,0
0,0,0,0,allow,320,320,0,5,0,5,0
47357,50584,0,0,deny,66,66,0,1,0,1,0
62744,62413,0,0,deny,66,66,0,1,0,1,0
52434,53,49925,53,allow,183,86,97,2,30,1,1
51676,23718,0,0,deny,66,66,0,1,0,1,0
65116,53,7436,53,allow,220,94,126,2,29,1,1
55295,53,52273,53,allow,779,86,693,2,30,1,1
56360,443,55866,443,allow,188316,24744,163572,302,172,119,183
49388,445,0,0,drop,70,70,0,1,0,1,0
59254,443,5881,443,allow,8332,1024,7308,21,25,11,10
54206,445,0,0,drop,70,70,0,1,0,1,0
64340,53,7157,53,allow,266,110,156,2,30,1,1
30861,46783,0,0,deny,62,62,0,1,0,1,0
36665,23,0,0,deny,60,60,0,1,0,1,0
40826,443,36041,443,allow,4125,2847,1278,18,255,10,8
50697,80,65344,80,allow,318,192,126,6,27,4,2
58432,445,0,0,drop,70,70,0,1,0,1,0
52076,443,51633,443,allow,24299,8382,15917,69,93,35,34
27005,27016,52333,27016,allow,892,126,766,2,30,1,1
51441,445,0,0,drop,66,66,0,1,0,1,0
52865,443,19165,443,allow,13139,6481,6658,36,262,16,20
44854,26467,0,0,deny,62,62,0,1,0,1,0
65112,445,0,0,drop,70,70,0,1,0,1,0
43224,443,58496,443,allow,2027060,31188,1995872,1708,77,321,1387
59845,44847,0,0,deny,66,66,0,1,0,1,0
64689,53,48296,53,allow,183,94,89,2,30,1,1
49595,53,9542,53,allow,180,94,86,2,30,1,1
55804,53,21847,53,allow,193,102,91,2,30,1,1
49882,53,52287,53,allow,441,104,337,4,48,2,2
57053,53,53183,53,allow,173,94,79,2,31,1,1
51420,445,0,0,drop,70,70,0,1,0,1,0
56937,7150,12270,7150,allow,126,126,0,1,30,1,0
443,32698,0,0,deny,89,89,0,1,0,1,0
60388,80,7152,80,allow,2424,529,1895,11,125,6,5
56922,29434,0,0,deny,107,107,0,1,0,1,0
14103,35440,0,0,deny,62,62,0,1,0,1,0
37997,80,37997,80,allow,3581,2902,679,13,23,8,5
58638,5900,0,0,deny,62,62,0,1,0,1,0
56559,53,63676,53,allow,177,94,83,2,30,1,1
52431,445,0,0,drop,70,70,0,1,0,1,0
57139,53,57139,53,allow,235,90,145,2,32,1,1
50176,53,47477,53,allow,768,99,669,2,31,1,1
49538,80,51947,80,allow,2050,1691,359,9,75,6,3
64664,53,45386,53,allow,250,86,164,4,33,2,2
56761,34725,47498,34725,allow,70,70,0,1,5,1,0
