Source Port,Destination Port,NAT Source Port,NAT Destination Port,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received
27799,32533,0,0,76,76,0,1,0,1,0
27772,34021,0,0,62,62,0,1,0,1,0
19684,31771,0,0,83,83,0,1,0,1,0
21692,36076,0,0,67,67,0,1,0,1,0
49987,27989,0,0,121,121,0,1,0,1,0
13728,16520,0,0,144,144,0,1,0,1,0
32928,18131,0,0,147,147,0,1,0,1,0
30751,21728,0,0,147,147,0,1,0,1,0
53486,31652,0,0,70,70,0,1,0,1,0
5675,33885,0,0,152,152,0,1,0,1,0
36851,8235,0,0,146,146,0,1,0,1,0
19097,3389,19097,3389,293,223,70,4,0,3,1
23124,33084,0,0,71,71,0,1,0,1,0
7696,61248,0,0,139,139,0,1,0,1,0
27338,60980,0,0,137,137,0,1,0,1,0
51735,32501,0,0,68,68,0,1,0,1,0
21475,61248,0,0,158,158,0,1,0,1,0
48514,3389,48514,3389,293,223,70,4,0,3,1
23717,34021,0,0,62,62,0,1,0,1,0
17398,16803,0,0,81,81,0,1,0,1,0
33151,60681,0,0,113,113,0,1,0,1,0
48906,25871,0,0,156,156,0,1,0,1,0
1137,21916,0,0,157,157,0,1,0,1,0
29859,33561,0,0,66,66,0,1,0,1,0
12786,61248,0,0,145,145,0,1,0,1,0
22145,3389,22145,3389,293,223,70,4,0,3,1
52723,23050,0,0,96,96,0,1,0,1,0
14881,3389,14881,3389,293,223,70,4,0,3,1
5685,25773,0,0,149,149,0,1,0,1,0
60445,31652,0,0,84,84,0,1,0,1,0
20101,3389,20101,3389,293,223,70,4,0,3,1
24998,34021,0,0,62,62,0,1,0,1,0
52313,33238,0,0,62,62,0,1,0,1,0
50620,33794,0,0,137,137,0,1,0,1,0
6018,25773,0,0,150,150,0,1,0,1,0
12139,25773,0,0,151,151,0,1,0,1,0
20682,3389,20682,3389,293,223,70,4,0,3,1
51939,32869,0,0,66,66,0,1,0,1,0
17781,3389,17781,3389,293,223,70,4,0,3,1
35821,8973,0,0,145,145,0,1,0,1,0
11919,61248,0,0,140,140,0,1,0,1,0
49910,33342,0,0,121,121,0,1,0,1,0
53942,45586,0,0,145,145,0,1,0,1,0
58953,31652,0,0,62,62,0,1,0,1,0
12989,61248,0,0,140,140,0,1,0,1,0
17223,25773,0,0,144,144,0,1,0,1,0
48944,27096,0,0,155,155,0,1,0,1,0
29848,34021,0,0,62,62,0,1,0,1,0
24163,255,822,254,79,74,5,1,0,1,0
16734,3389,16734,3389,293,223,70,4,0,3,1
49129,33040,0,0,147,147,0,1,0,1,0
20405,61248,0,0,156,156,0,1,0,1,0
14208,3389,14208,3389,293,223,70,4,1,3,1
5314,25773,0,0,148,148,0,1,0,1,0
57500,51250,0,0,116,116,0,1,0,1,0
52930,43139,0,0,145,145,0,1,0,1,0
49980,28455,0,0,118,118,0,1,0,1,0
50011,31652,0,0,141,141,0,1,0,1,0
51265,31653,0,0,71,71,0,1,0,1,0
18203,19793,0,0,78,78,0,1,0,1,0
22796,34021,0,0,62,62,0,1,0,1,0
52713,33993,0,0,62,62,0,1,0,1,0
33698,3389,33698,3389,293,223,70,4,0,3,1
8704,23125,0,0,114,114,0,1,0,1,0
2522,22682,0,0,157,157,0,1,0,1,0
50652,29349,0,0,99,99,0,1,0,1,0
49767,31652,0,0,126,126,0,1,0,1,0
17227,3389,17227,3389,293,223,70,4,0,3,1
47361,47505,0,0,102,102,0,1,0,1,0
51221,34021,0,0,95,95,0,1,0,1,0
7704,54338,0,0,141,141,0,1,0,1,0
22516,31097,0,0,89,89,0,1,0,1,0
11572,25525,0,0,140,140,0,1,0,1,0
11977,3389,11977,3389,293,223,70,4,0,3,1
15908,61248,0,0,150,150,0,1,0,1,0
14649,3389,14649,3389,293,223,70,4,0,3,1
11096,3389,11096,3389,293,223,70,4,0,3,1
51185,32188,0,0,81,81,0,1,0,1,0
15036,3389,15036,3389,293,223,70,4,0,3,1
8792,25773,0,0,156,156,0,1,0,1,0
13150,20219,0,0,142,142,0,1,0,1,0
55483,44111,0,0,92,92,0,1,0,1,0
50922,5618,0,0,145,145,0,1,0,1,0
37237,3389,37237,3389,293,223,70,4,1,3,1
60526,60457,0,0,142,142,0,1,0,1,0
25982,14164,0,0,98,98,0,1,0,1,0
51496,31907,0,0,71,71,0,1,0,1,0
47840,43912,0,0,114,114,0,1,0,1,0
52459,33668,0,0,62,62,0,1,0,1,0
20462,3389,20462,3389,293,223,70,4,0,3,1
36312,3389,36312,3389,293,223,70,4,0,3,1
26197,3389,26197,3389,293,223,70,4,0,3,1
7276,25773,0,0,143,143,0,1,0,1,0
50102,28225,0,0,117,117,0,1,0,1,0
22608,2888,0,0,82,82,0,1,0,1,0
32113,5825,0,0,116,116,0,1,0,1,0
51292,31652,0,0,77,77,0,1,0,1,0
1781,23039,0,0,152,152,0,1,0,1,0
14104,61248,0,0,148,148,0,1,0,1,0
28035,26153,0,0,144,144,0,1,0,1,0
49160,31745,0,0,146,146,0,1,0,1,0
48077,34021,0,0,141,141,0,1,0,1,0
1376,22405,0,0,155,155,0,1,0,1,0
15582,25773,0,0,146,146,0,1,0,1,0
29848,34021,0,0,62,62,0,1,0,1,0
22240,3389,22240,3389,293,223,70,4,0,3,1
9092,56432,0,0,140,140,0,1,0,1,0
51522,33289,0,0,87,87,0,1,0,1,0
12266,61248,0,0,139,139,0,1,0,1,0
51671,31652,0,0,64,64,0,1,0,1,0
52059,16382,0,0,151,151,0,1,0,1,0
26031,3389,26031,3389,293,223,70,4,0,3,1
50793,34021,0,0,105,105,0,1,0,1,0
48645,34021,0,0,143,143,0,1,0,1,0
50189,32862,0,0,109,109,0,1,0,1,0
62727,44343,0,0,97,97,0,1,0,1,0
11566,61248,0,0,141,141,0,1,0,1,0
12827,3389,12827,3389,293,223,70,4,0,3,1
3480,26448,0,0,143,143,0,1,0,1,0
57945,61044,0,0,131,131,0,1,0,1,0
10878,3389,10878,3389,293,223,70,4,1,3,1
49160,32158,0,0,146,146,0,1,0,1,0
14060,25773,0,0,140,140,0,1,0,1,0
21716,3389,21716,3389,293,223,70,4,0,3,1
28408,26291,0,0,142,142,0,1,0,1,0
30864,11588,0,0,122,122,0,1,0,1,0
17294,3389,17294,3389,293,223,70,4,0,3,1
52066,32504,0,0,62,62,0,1,0,1,0
25629,23768,0,0,125,125,0,1,0,1,0
12307,61187,0,0,138,138,0,1,0,1,0
27862,3389,27862,3389,293,223,70,4,0,3,1
38158,3389,38158,3389,293,223,70,4,0,3,1
15447,3389,15447,3389,293,223,70,4,0,3,1
40296,5764,0,0,146,146,0,1,0,1,0
12651,3389,12651,3389,293,223,70,4,0,3,1
3389,27705,0,0,143,143,0,1,0,1,0
44601,15456,0,0,151,151,0,1,0,1,0
16672,15578,0,0,97,97,0,1,0,1,0
62413,31652,0,0,73,73,0,1,0,1,0
9224,15746,0,0,151,151,0,1,0,1,0
21378,3389,21378,3389,293,223,70,4,0,3,1
51017,32939,0,0,100,100,0,1,0,1,0
46864,7106,0,0,145,145,0,1,0,1,0
10562,3389,10562,3389,293,223,70,4,0,3,1
12829,3389,12829,3389,293,223,70,4,0,3,1
33736,16796,0,0,147,147,0,1,0,1,0
36261,3389,36261,3389,293,223,70,4,0,3,1
51684,31652,0,0,63,63,0,1,0,1,0
25935,29117,0,0,113,113,0,1,0,1,0
63906,31762,0,0,62,62,0,1,0,1,0
12496,25503,0,0,136,136,0,1,0,1,0
30717,60806,0,0,123,123,0,1,0,1,0
14342,11662,200,74,151,149,1,1,0,1,0
11835,61248,0,0,139,139,0,1,0,1,0
52633,33483,0,0,126,126,0,1,0,1,0
14056,3389,14056,3389,293,223,70,4,0,3,1
14479,3389,14479,3389,293,223,70,4,0,3,1
9843,3389,9843,3389,293,223,70,4,1,3,1
9751,24557,0,0,141,141,0,1,0,1,0
27424,27016,0,0,135,135,0,1,0,1,0
22342,33801,0,0,64,64,0,1,0,1,0
54144,14663,0,0,119,119,0,1,0,1,0
14412,55554,0,0,122,122,0,1,0,1,0
11374,61248,0,0,139,139,0,1,0,1,0
8528,16264,0,0,151,151,0,1,0,1,0
27810,34021,0,0,62,62,0,1,0,1,0
52536,33991,0,0,63,63,0,1,0,1,0
49114,32554,0,0,147,147,0,1,0,1,0
49819,33424,0,0,124,124,0,1,0,1,0
51397,38480,0,0,62,62,0,1,0,1,0
11445,3389,11445,3389,293,223,70,4,1,3,1
60113,32518,0,0,62,62,0,1,0,1,0
29375,34021,0,0,62,62,0,1,0,1,0
8386,25773,0,0,143,143,0,1,0,1,0
18885,26373,0,0,137,137,0,1,0,1,0
18041,24995,0,0,134,134,0,1,0,1,0
4018,51496,0,0,142,142,0,1,0,1,0
23909,1457,0,0,72,72,0,1,0,1,0
9605,3389,9605,3389,293,223,70,4,1,3,1
21959,33089,0,0,71,71,0,1,0,1,0
37880,7497,0,0,146,146,0,1,0,1,0
3896,48882,0,0,144,144,0,1,0,1,0
32209,3389,32209,3389,293,223,70,4,0,3,1
10817,3389,10817,3389,293,223,70,4,0,3,1
52168,32806,0,0,62,62,0,1,0,1,0
14182,61248,0,0,148,148,0,1,0,1,0
11088,25773,0,0,143,143,0,1,0,1,0
12243,61248,0,0,139,139,0,1,0,1,0
50834,30108,0,0,107,107,0,1,0,1,0
8707,61248,0,0,140,140,0,1,0,1,0
28194,31156,0,0,91,91,0,1,0,1,0
22410,28809,0,0,113,113,0,1,0,1,0
50483,32532,0,0,99,99,0,1,0,1,0
12155,61248,0,0,139,139,0,1,0,1,0
7235,54447,0,0,143,143,0,1,0,1,0
8484,25773,0,0,155,155,0,1,0,1,0
13248,61248,0,0,145,145,0,1,0,1,0
18921,3389,18921,3389,293,223,70,4,0,3,1
18152,21433,0,0,96,96,0,1,0,1,0
10100,25773,0,0,148,148,0,1,0,1,0
4205,23612,0,0,157,157,0,1,0,1,0
30479,3389,30479,3389,293,223,70,4,1,3,1
12769,7756,5304,1639,218,184,33,2,0,1,0
52523,33859,0,0,62,62,0,1,0,1,0
18966,3389,18966,3389,293,223,70,4,0,3,1
50481,29000,0,0,104,104,0,1,0,1,0
59694,4544,30842,1632,216,182,33,2,0,1,0
51774,31652,0,0,62,62,0,1,0,1,0
9979,25773,0,0,148,148,0,1,0,1,0
28703,27770,0,0,127,127,0,1,0,1,0
53932,60715,0,0,108,108,0,1,0,1,0
48916,26078,0,0,156,156,0,1,0,1,0
43212,5618,0,0,145,145,0,1,0,1,0
51782,32586,0,0,68,68,0,1,0,1,0
21738,32680,0,0,75,75,0,1,0,1,0
3600,25773,0,0,143,143,0,1,0,1,0
58225,3389,58225,3389,293,223,70,4,0,3,1
52079,41079,0,0,145,145,0,1,0,1,0
4718,25773,0,0,146,146,0,1,0,1,0
49039,26113,0,0,152,152,0,1,0,1,0
20442,3389,20442,3389,293,223,70,4,0,3,1
11135,3389,11135,3389,293,223,70,4,0,3,1
16368,20618,0,0,86,86,0,1,0,1,0
57715,31652,0,0,99,99,0,1,0,1,0
49097,26170,0,0,150,150,0,1,0,1,0
51374,31652,0,0,69,69,0,1,0,1,0
1464,22097,0,0,157,157,0,1,0,1,0
49677,31652,0,0,127,127,0,1,0,1,0
10035,3389,10035,3389,293,223,70,4,0,3,1
49160,33249,0,0,146,146,0,1,0,1,0
21056,60423,0,0,158,158,0,1,0,1,0
51600,31287,0,0,67,67,0,1,0,1,0
5886,56928,0,0,140,140,0,1,0,1,0
11835,25617,0,0,139,139,0,1,0,1,0
49575,31652,0,0,132,132,0,1,0,1,0
14026,3389,14026,3389,293,223,70,4,0,3,1
51469,32021,0,0,70,70,0,1,0,1,0
63438,31855,0,0,62,62,0,1,0,1,0
18042,3389,18042,3389,293,223,70,4,0,3,1
49985,33092,0,0,116,116,0,1,0,1,0
27707,25773,0,0,147,147,0,1,0,1,0
10006,61248,0,0,139,139,0,1,0,1,0
29276,30641,0,0,97,97,0,1,0,1,0
36038,8818,0,0,146,146,0,1,0,1,0
14998,25773,0,0,147,147,0,1,0,1,0
50052,3389,50052,3389,293,223,70,4,0,3,1
21699,16423,0,0,78,78,0,1,0,1,0
10759,3389,10759,3389,293,223,70,4,1,3,1
7023,25773,0,0,153,153,0,1,0,1,0
39687,6200,0,0,146,146,0,1,0,1,0
52510,42122,0,0,145,145,0,1,0,1,0
19613,3389,19613,3389,293,223,70,4,0,3,1
20847,3389,20847,3389,293,223,70,4,0,3,1
15115,3389,15115,3389,293,223,70,4,0,3,1
29383,34021,0,0,62,62,0,1,0,1,0
18992,61248,0,0,152,152,0,1,0,1,0
7578,23365,0,0,151,151,0,1,0,1,0
17888,25773,0,0,142,142,0,1,0,1,0
50827,30093,0,0,107,107,0,1,0,1,0
16070,3389,16070,3389,293,223,70,4,0,3,1
10923,25773,0,0,139,139,0,1,0,1,0
48983,28351,0,0,153,153,0,1,0,1,0
28737,34021,0,0,62,62,0,1,0,1,0
15320,3389,15320,3389,293,223,70,4,0,3,1
5063,24086,0,0,157,157,0,1,0,1,0
51684,34021,0,0,83,83,0,1,0,1,0
10957,61248,0,0,139,139,0,1,0,1,0
14676,25773,0,0,147,147,0,1,0,1,0
17428,16854,0,0,80,80,0,1,0,1,0
10844,3389,10844,3389,293,223,70,4,1,3,1
54527,41065,0,0,88,88,0,1,0,1,0
52510,33974,0,0,63,63,0,1,0,1,0
11125,3389,11125,3389,293,223,70,4,0,3,1
50522,31652,0,0,98,98,0,1,0,1,0
52302,33524,0,0,64,64,0,1,0,1,0
10731,3389,10731,3389,293,223,70,4,1,3,1
21122,31537,0,0,86,86,0,1,0,1,0
40540,5618,0,0,145,145,0,1,0,1,0
1895,23216,0,0,152,152,0,1,0,1,0
55477,6215,0,0,145,145,0,1,0,1,0
49144,34021,0,0,145,145,0,1,0,1,0
28865,34021,0,0,62,62,0,1,0,1,0
11758,61248,0,0,141,141,0,1,0,1,0
52037,33046,0,0,66,66,0,1,0,1,0
51242,31652,0,0,79,79,0,1,0,1,0
20818,61248,0,0,157,157,0,1,0,1,0
57563,32719,0,0,99,99,0,1,0,1,0
4557,25773,0,0,146,146,0,1,0,1,0
18897,3389,18897,3389,293,223,70,4,0,3,1
51142,30798,0,0,99,99,0,1,0,1,0
13238,24567,0,0,126,126,0,1,0,1,0
47033,3389,47033,3389,293,223,70,4,0,3,1
28548,26994,0,0,135,135,0,1,0,1,0
48344,3389,48344,3389,293,223,70,4,0,3,1
18168,18347,0,0,63,63,0,1,0,1,0
26626,24515,0,0,133,133,0,1,0,1,0
19374,26879,0,0,132,132,0,1,0,1,0
13627,9833,2612,807,182,165,16,1,0,1,0
25892,34021,0,0,62,62,0,1,0,1,0
24612,148,477,147,72,69,3,1,0,1,0
36996,3389,36996,3389,293,223,70,4,0,3,1
30923,3389,30923,3389,293,223,70,4,0,3,1
33198,17685,0,0,147,147,0,1,0,1,0
18130,22127,0,0,103,103,0,1,0,1,0
16603,15463,0,0,99,99,0,1,0,1,0
20251,17187,0,0,71,71,0,1,0,1,0
5341,25773,0,0,148,148,0,1,0,1,0
2173,44519,0,0,144,144,0,1,0,1,0
9938,61248,0,0,139,139,0,1,0,1,0
12426,8613,3496,1295,203,176,26,2,0,1,0
5072,24091,0,0,157,157,0,1,0,1,0
1600,22172,0,0,157,157,0,1,0,1,0
9736,3389,9736,3389,293,223,70,4,1,3,1
49822,27652,0,0,126,126,0,1,0,1,0
17638,25685,0,0,143,143,0,1,0,1,0
16298,61248,0,0,151,151,0,1,0,1,0
50489,32525,0,0,99,99,0,1,0,1,0
12178,3389,12178,3389,293,223,70,4,1,3,1
51136,31331,0,0,76,76,0,1,0,1,0
24461,30227,0,0,99,99,0,1,0,1,0
11109,6516,5763,2136,239,195,44,2,0,2,0
33428,3389,33428,3389,293,223,70,4,0,3,1
49160,32114,0,0,146,146,0,1,0,1,0
9382,3389,9382,3389,293,223,70,4,1,3,1
16413,3389,16413,3389,293,223,70,4,0,3,1
9051,61248,0,0,140,140,0,1,0,1,0
19078,3389,19078,3389,293,223,70,4,0,3,1
26077,31344,0,0,88,88,0,1,0,1,0
16361,61248,0,0,151,151,0,1,0,1,0
13445,18333,0,0,143,143,0,1,0,1,0
11735,5251,8552,2642,261,206,54,3,0,2,0
12006,3389,12006,3389,293,223,70,4,0,3,1
28413,26315,0,0,142,142,0,1,0,1,0
11310,3389,11310,3389,293,223,70,4,1,3,1
19516,1534,5705,1534,166,134,31,2,0,1,0
46710,3389,46710,3389,293,223,70,4,0,3,1
15211,3389,15211,3389,293,223,70,4,0,3,1
33129,60683,0,0,113,113,0,1,0,1,0
52139,32720,0,0,62,62,0,1,0,1,0
28289,25795,0,0,147,147,0,1,0,1,0
36642,3389,36642,3389,293,223,70,4,0,3,1
22236,3389,22236,3389,293,223,70,4,0,3,1
49008,28180,0,0,152,152,0,1,0,1,0
47826,44019,0,0,113,113,0,1,0,1,0
46087,56782,0,0,71,71,0,1,0,1,0
51896,5618,0,0,145,145,0,1,0,1,0
12599,3389,12599,3389,293,223,70,4,1,3,1
38023,3389,38023,3389,293,223,70,4,1,3,1
34607,3449,0,0,113,113,0,1,0,1,0
28749,3389,28749,3389,293,223,70,4,0,3,1
17889,3389,17889,3389,293,223,70,4,0,3,1
24719,123,395,122,70,67,2,1,0,1,0
21606,25773,0,0,144,144,0,1,0,1,0
19779,3389,19779,3389,293,223,70,4,0,3,1
3151,47640,0,0,144,144,0,1,0,1,0
5533,55900,0,0,141,141,0,1,0,1,0
27740,26570,0,0,139,139,0,1,0,1,0
29186,30189,0,0,101,101,0,1,0,1,0
49276,26537,0,0,144,144,0,1,0,1,0
3391,22678,0,0,153,153,0,1,0,1,0
9966,3389,9966,3389,293,223,70,4,1,3,1
58914,32757,0,0,62,62,0,1,0,1,0
17790,18823,0,0,67,67,0,1,0,1,0
49310,26606,0,0,143,143,0,1,0,1,0
20318,39255,0,0,77,77,0,1,0,1,0
6707,52835,0,0,142,142,0,1,0,1,0
10818,25773,0,0,145,145,0,1,0,1,0
3965,47300,0,0,146,146,0,1,0,1,0
49896,5618,0,0,145,145,0,1,0,1,0
50601,32716,0,0,99,99,0,1,0,1,0
48998,28852,0,0,152,152,0,1,0,1,0
13189,22003,0,0,109,109,0,1,0,1,0
29171,3389,29171,3389,293,223,70,4,1,3,1
21102,3389,21102,3389,293,223,70,4,0,3,1
16097,20959,0,0,89,89,0,1,0,1,0
4963,54245,0,0,141,141,0,1,0,1,0
50372,32924,0,0,107,107,0,1,0,1,0
21954,3389,21954,3389,293,223,70,4,0,3,1
50742,31652,0,0,90,90,0,1,0,1,0
39931,60333,0,0,85,85,0,1,0,1,0
14044,10843,1302,402,165,156,8,1,0,1,0
31481,18678,0,0,147,147,0,1,0,1,0
38585,6991,0,0,146,146,0,1,0,1,0
15884,14250,0,0,115,115,0,1,0,1,0
26802,1329,0,0,74,74,0,1,0,1,0
12630,25333,0,0,134,134,0,1,0,1,0
29730,32916,0,0,73,73,0,1,0,1,0
14785,3389,14785,3389,293,223,70,4,0,3,1
8125,16564,0,0,152,152,0,1,0,1,0
17679,61248,0,0,149,149,0,1,0,1,0
51307,31729,0,0,71,71,0,1,0,1,0
42865,11291,0,0,149,149,0,1,0,1,0
26851,32974,0,0,72,72,0,1,0,1,0
49594,27186,0,0,134,134,0,1,0,1,0
14122,3389,14122,3389,293,223,70,4,0,3,1
55432,5618,0,0,145,145,0,1,0,1,0
49020,26013,0,0,153,153,0,1,0,1,0
16168,2153,6968,2153,208,164,44,2,0,2,0
15286,3389,15286,3389,293,223,70,4,0,3,1
21907,61248,0,0,158,158,0,1,0,1,0
9438,61248,0,0,141,141,0,1,0,1,0
5138,25773,0,0,142,142,0,1,0,1,0
21773,61248,0,0,158,158,0,1,0,1,0
52710,31652,0,0,70,70,0,1,0,1,0
50853,30150,0,0,106,106,0,1,0,1,0
50336,42488,0,0,62,62,0,1,0,1,0
61382,31652,0,0,78,78,0,1,0,1,0
13947,25773,0,0,140,140,0,1,0,1,0
63284,40264,0,0,86,86,0,1,0,1,0
54745,5618,0,0,145,145,0,1,0,1,0
52054,5618,0,0,145,145,0,1,0,1,0
31355,3389,31355,3389,293,223,70,4,0,3,1
19098,18875,0,0,69,69,0,1,0,1,0
12934,3389,12934,3389,293,223,70,4,0,3,1
50481,41940,0,0,62,62,0,1,0,1,0
3846,22836,0,0,152,152,0,1,0,1,0
13952,49374,0,0,105,105,0,1,0,1,0
26279,25773,0,0,147,147,0,1,0,1,0
56894,60958,0,0,125,125,0,1,0,1,0
51440,31652,0,0,68,68,0,1,0,1,0
9280,56715,0,0,140,140,0,1,0,1,0
33360,3389,33360,3389,293,223,70,4,0,3,1
9730,3389,9730,3389,293,223,70,4,0,3,1
15642,3389,15642,3389,293,223,70,4,0,3,1
35399,3389,35399,3389,293,223,70,4,0,3,1
55675,31652,0,0,62,62,0,1,0,1,0
13749,16387,0,0,145,145,0,1,0,1,0
33152,3389,33152,3389,293,223,70,4,0,3,1
37905,3389,37905,3389,293,223,70,4,1,3,1
16777,20922,0,0,144,144,0,1,0,1,0
59150,58179,0,0,145,145,0,1,0,1,0
48553,60273,0,0,78,78,0,1,0,1,0
51513,32099,0,0,70,70,0,1,0,1,0
16501,3389,16501,3389,293,223,70,4,0,3,1
50183,32361,0,0,120,120,0,1,0,1,0
4091,39152,0,0,149,149,0,1,0,1,0
2373,23964,0,0,149,149,0,1,0,1,0
11380,3389,11380,3389,293,223,70,4,0,3,1
50017,34021,0,0,124,124,0,1,0,1,0
9868,3389,9868,3389,293,223,70,4,0,3,1
51489,33266,0,0,88,88,0,1,0,1,0
3521,22723,0,0,153,153,0,1,0,1,0
55945,45925,0,0,102,102,0,1,0,1,0
28165,32522,0,0,77,77,0,1,0,1,0
40129,8243,0,0,145,145,0,1,0,1,0
51910,32521,0,0,79,79,0,1,0,1,0
14511,3389,14511,3389,293,223,70,4,0,3,1
10952,6267,6032,2235,243,197,46,2,0,2,0
10638,3389,10638,3389,293,223,70,4,1,3,1
7776,16824,0,0,152,152,0,1,0,1,0
2223,23731,0,0,150,150,0,1,0,1,0
14886,12567,0,0,138,138,0,1,0,1,0
16392,61248,0,0,151,151,0,1,0,1,0
62707,44488,0,0,98,98,0,1,0,1,0
11605,25773,0,0,139,139,0,1,0,1,0
19922,29308,0,0,108,108,0,1,0,1,0
32813,3389,32813,3389,293,223,70,4,0,3,1
42683,3389,42683,3389,293,223,70,4,0,3,1
15574,3389,15574,3389,293,223,70,4,0,3,1
43386,60156,0,0,71,71,0,1,0,1,0
8381,61248,0,0,140,140,0,1,0,1,0
23753,34021,0,0,62,62,0,1,0,1,0
49165,34014,0,0,145,145,0,1,0,1,0
29206,23760,0,0,147,147,0,1,0,1,0
22755,25773,0,0,145,145,0,1,0,1,0
20063,39877,0,0,79,79,0,1,0,1,0
20239,1340,4983,1340,153,125,27,2,0,1,0
37330,7891,0,0,146,146,0,1,0,1,0
21267,25773,0,0,144,144,0,1,0,1,0
3017,24972,0,0,145,145,0,1,0,1,0
51246,31606,0,0,72,72,0,1,0,1,0
14068,3389,14068,3389,293,223,70,4,0,3,1
20370,3389,20370,3389,293,223,70,4,0,3,1
61009,56927,0,0,132,132,0,1,0,1,0
12471,8684,3419,1267,202,176,26,2,0,1,0
17735,25773,0,0,142,142,0,1,0,1,0
10039,3389,10039,3389,293,223,70,4,0,3,1
17428,2094,7789,2094,204,161,43,2,0,2,0
23804,340,1098,339,85,78,7,1,0,1,0
49700,27563,0,0,136,136,0,1,0,1,0
11801,61248,0,0,140,140,0,1,0,1,0
47065,48785,0,0,95,95,0,1,0,1,0
49166,31652,0,0,145,145,0,1,0,1,0
51534,31652,0,0,66,66,0,1,0,1,0
15555,3389,15555,3389,293,223,70,4,0,3,1
13534,61248,0,0,141,141,0,1,0,1,0
26695,33271,0,0,68,68,0,1,0,1,0
17082,3389,17082,3389,293,223,70,4,0,3,1
10417,3389,10417,3389,293,223,70,4,1,3,1
10008,4764,7656,2837,269,210,58,3,0,2,0
19006,3389,19006,3389,293,223,70,4,0,3,1
14866,22513,0,0,105,105,0,1,0,1,0
42710,3389,42710,3389,293,223,70,4,0,3,1
17650,61248,0,0,149,149,0,1,0,1,0
6660,52763,0,0,142,142,0,1,0,1,0
54598,8828,0,0,146,146,0,1,0,1,0
33750,7211,0,0,129,129,0,1,0,1,0
57011,60968,0,0,125,125,0,1,0,1,0
10209,25773,0,0,139,139,0,1,0,1,0
19528,3389,19528,3389,293,223,70,4,0,3,1
31638,60759,0,0,119,119,0,1,0,1,0
49048,30446,0,0,150,150,0,1,0,1,0
17978,17780,0,0,68,68,0,1,0,1,0
8462,56491,0,0,143,143,0,1,0,1,0
51168,31760,0,0,75,75,0,1,0,1,0
11582,3389,11582,3389,293,223,70,4,0,3,1
31101,3389,31101,3389,293,223,70,4,0,3,1
28135,34007,0,0,62,62,0,1,0,1,0
18432,18377,0,0,63,63,0,1,0,1,0
14822,3389,14822,3389,293,223,70,4,0,3,1
5450,55660,0,0,141,141,0,1,0,1,0
11881,61248,0,0,143,143,0,1,0,1,0
35621,3389,35621,3389,293,223,70,4,0,3,1
11586,3389,11586,3389,293,223,70,4,1,3,1
33742,7204,0,0,129,129,0,1,0,1,0
51415,31981,0,0,73,73,0,1,0,1,0
28862,34021,0,0,62,62,0,1,0,1,0
9525,23814,0,0,149,149,0,1,0,1,0
50671,30173,0,0,93,93,0,1,0,1,0
9936,3389,9936,3389,293,223,70,4,1,3,1
12340,3389,12340,3389,293,223,70,4,1,3,1
14187,3389,14187,3389,293,223,70,4,0,3,1
15116,3389,15116,3389,293,223,70,4,0,3,1
11966,25773,0,0,139,139,0,1,0,1,0
3320,47726,0,0,144,144,0,1,0,1,0
15211,3389,15211,3389,293,223,70,4,0,3,1
49615,31652,0,0,129,129,0,1,0,1,0
3775,25773,0,0,142,142,0,1,0,1,0
18733,61248,0,0,152,152,0,1,0,1,0
10627,3389,10627,3389,293,223,70,4,1,3,1
35292,9252,0,0,143,143,0,1,0,1,0
16234,3389,16234,3389,293,223,70,4,0,3,1
9877,24464,0,0,140,140,0,1,0,1,0
5911,57001,0,0,140,140,0,1,0,1,0
3810,19778,0,0,155,155,0,1,0,1,0
10984,3389,10984,3389,293,223,70,4,1,3,1
2993,22539,0,0,153,153,0,1,0,1,0
16377,25773,0,0,143,143,0,1,0,1,0
49472,34021,0,0,138,138,0,1,0,1,0
25611,34021,0,0,62,62,0,1,0,1,0
17473,3389,17473,3389,293,223,70,4,0,3,1
3385,25548,0,0,143,143,0,1,0,1,0
28239,28929,0,0,115,115,0,1,0,1,0
15310,3389,15310,3389,293,223,70,4,0,3,1
15720,3389,15720,3389,293,223,70,4,0,3,1
12557,3389,12557,3389,293,223,70,4,1,3,1
38091,7346,0,0,146,146,0,1,0,1,0
59704,61189,0,0,140,140,0,1,0,1,0
59639,3389,59639,3389,293,223,70,4,0,3,1
1103,21978,0,0,156,156,0,1,0,1,0
13135,3389,13135,3389,293,223,70,4,0,3,1
15040,20628,0,0,92,92,0,1,0,1,0
18227,19013,0,0,70,70,0,1,0,1,0
17176,19599,0,0,75,75,0,1,0,1,0
20102,3389,20102,3389,293,223,70,4,0,3,1
49094,30163,0,0,148,148,0,1,0,1,0
16337,3389,16337,3389,293,223,70,4,0,3,1
9605,25773,0,0,154,154,0,1,0,1,0
10713,3389,10713,3389,293,223,70,4,0,3,1
12089,3389,12089,3389,293,223,70,4,0,3,1
16775,3389,16775,3389,293,223,70,4,0,3,1
17539,2065,7679,2064,202,160,42,2,0,2,0
26173,28781,0,0,116,116,0,1,0,1,0
18400,18353,0,0,63,63,0,1,0,1,0
52282,33144,0,0,62,62,0,1,0,1,0
51545,31704,0,0,88,88,0,1,0,1,0
18210,19579,0,0,76,76,0,1,0,1,0
